Event ID,country,country_txt
1,95,Iraq
2,95,Iraq
3,95,Iraq
4,92,India
5,92,India
6,4,Afghanistan
7,209,Turkey
8,209,Turkey
9,182,Somalia
10,182,Somalia
11,104,Kenya
12,69,France
13,182,Somalia
14,160,Philippines
15,93,Indonesia
16,228,Yemen
17,95,Iraq
18,95,Iraq
19,34,Burundi
20,34,Burundi
21,19,Bangladesh
22,4,Afghanistan
23,153,Pakistan
24,205,Thailand
25,173,Saudi Arabia
26,97,Israel
27,195,Sudan
28,182,Somalia
29,92,India
30,92,India
31,92,India
32,153,Pakistan
33,160,Philippines
34,95,Iraq
35,95,Iraq
36,95,Iraq
37,95,Iraq
38,92,India
39,182,Somalia
40,92,India
41,160,Philippines
42,95,Iraq
43,95,Iraq
44,95,Iraq
45,95,Iraq
46,92,India
47,228,Yemen
48,113,Libya
49,195,Sudan
50,4,Afghanistan
51,4,Afghanistan
52,4,Afghanistan
53,95,Iraq
54,153,Pakistan
55,603,United Kingdom
56,217,United States
57,95,Iraq
58,95,Iraq
59,95,Iraq
60,95,Iraq
61,95,Iraq
62,95,Iraq
63,95,Iraq
64,4,Afghanistan
65,153,Pakistan
66,153,Pakistan
67,153,Pakistan
68,182,Somalia
69,95,Iraq
70,95,Iraq
71,95,Iraq
72,95,Iraq
73,95,Iraq
74,95,Iraq
75,95,Iraq
76,95,Iraq
77,95,Iraq
78,155,West Bank and Gaza Strip
79,155,West Bank and Gaza Strip
80,155,West Bank and Gaza Strip
81,209,Turkey
82,92,India
83,147,Nigeria
84,147,Nigeria
85,153,Pakistan
86,92,India
87,186,Sri Lanka
88,95,Iraq
89,95,Iraq
90,209,Turkey
91,4,Afghanistan
92,160,Philippines
93,228,Yemen
94,182,Somalia
95,209,Turkey
96,95,Iraq
97,95,Iraq
98,95,Iraq
99,4,Afghanistan
100,4,Afghanistan
101,153,Pakistan
102,153,Pakistan
103,113,Libya
104,113,Libya
105,4,Afghanistan
106,4,Afghanistan
107,182,Somalia
108,182,Somalia
109,4,Afghanistan
110,60,Egypt
111,60,Egypt
112,60,Egypt
113,34,Burundi
114,34,Burundi
115,153,Pakistan
116,228,Yemen
117,97,Israel
118,97,Israel
119,209,Turkey
120,92,India
121,147,Nigeria
122,147,Nigeria
123,182,Somalia
124,173,Saudi Arabia
125,95,Iraq
126,92,India
127,95,Iraq
128,95,Iraq
129,60,Egypt
130,75,Germany
131,213,Uganda
132,228,Yemen
133,153,Pakistan
134,228,Yemen
135,141,Nepal
136,113,Libya
137,4,Afghanistan
138,4,Afghanistan
139,4,Afghanistan
140,113,Libya
141,95,Iraq
142,95,Iraq
143,95,Iraq
144,95,Iraq
145,95,Iraq
146,95,Iraq
147,60,Egypt
148,228,Yemen
149,95,Iraq
150,95,Iraq
151,155,West Bank and Gaza Strip
152,92,India
153,92,India
154,4,Afghanistan
155,147,Nigeria
156,4,Afghanistan
157,173,Saudi Arabia
158,92,India
159,92,India
160,92,India
161,95,Iraq
162,95,Iraq
163,95,Iraq
164,95,Iraq
165,209,Turkey
166,92,India
167,92,India
168,137,Mozambique
169,200,Syria
170,160,Philippines
171,153,Pakistan
172,228,Yemen
173,209,Turkey
174,160,Philippines
175,141,Nepal
176,228,Yemen
177,153,Pakistan
178,37,Cameroon
179,200,Syria
180,205,Thailand
181,153,Pakistan
182,200,Syria
183,200,Syria
184,182,Somalia
185,228,Yemen
186,228,Yemen
187,228,Yemen
188,228,Yemen
189,228,Yemen
190,95,Iraq
191,228,Yemen
192,228,Yemen
193,4,Afghanistan
194,95,Iraq
195,92,India
196,160,Philippines
197,37,Cameroon
198,182,Somalia
199,4,Afghanistan
200,4,Afghanistan
201,173,Saudi Arabia
202,200,Syria
203,92,India
204,153,Pakistan
205,153,Pakistan
206,209,Turkey
207,4,Afghanistan
208,205,Thailand
209,113,Libya
210,113,Libya
211,60,Egypt
212,60,Egypt
213,113,Libya
214,182,Somalia
215,182,Somalia
216,195,Sudan
217,95,Iraq
218,95,Iraq
219,19,Bangladesh
220,4,Afghanistan
221,229,Democratic Republic of the Congo
222,182,Somalia
223,217,United States
224,69,France
225,95,Iraq
226,95,Iraq
227,95,Iraq
228,95,Iraq
229,95,Iraq
230,92,India
231,155,West Bank and Gaza Strip
232,155,West Bank and Gaza Strip
233,92,India
234,160,Philippines
235,153,Pakistan
236,92,India
237,173,Saudi Arabia
238,173,Saudi Arabia
239,95,Iraq
240,92,India
241,98,Italy
242,113,Libya
243,214,Ukraine
244,603,United Kingdom
245,123,Mali
246,153,Pakistan
247,60,Egypt
248,4,Afghanistan
249,113,Libya
250,153,Pakistan
251,182,Somalia
252,4,Afghanistan
253,95,Iraq
254,182,Somalia
255,92,India
256,110,Lebanon
257,153,Pakistan
258,205,Thailand
259,4,Afghanistan
260,113,Libya
261,92,India
262,4,Afghanistan
263,4,Afghanistan
264,4,Afghanistan
265,37,Cameroon
266,37,Cameroon
267,147,Nigeria
268,153,Pakistan
269,92,India
270,153,Pakistan
271,60,Egypt
272,182,Somalia
273,153,Pakistan
274,153,Pakistan
275,95,Iraq
276,113,Libya
277,41,Central African Republic
278,41,Central African Republic
279,95,Iraq
280,95,Iraq
281,95,Iraq
282,95,Iraq
283,95,Iraq
284,155,West Bank and Gaza Strip
285,209,Turkey
286,60,Egypt
287,173,Saudi Arabia
288,160,Philippines
289,113,Libya
290,209,Turkey
291,209,Turkey
292,38,Canada
293,92,India
294,60,Egypt
295,182,Somalia
296,228,Yemen
297,153,Pakistan
298,113,Libya
299,153,Pakistan
300,153,Pakistan
301,95,Iraq
302,95,Iraq
303,95,Iraq
304,95,Iraq
305,95,Iraq
306,95,Iraq
307,95,Iraq
308,95,Iraq
309,228,Yemen
310,228,Yemen
311,147,Nigeria
312,4,Afghanistan
313,200,Syria
314,209,Turkey
315,92,India
316,92,India
317,95,Iraq
318,95,Iraq
319,95,Iraq
320,95,Iraq
321,60,Egypt
322,92,India
323,69,France
324,69,France
325,38,Canada
326,113,Libya
327,182,Somalia
328,4,Afghanistan
329,4,Afghanistan
330,4,Afghanistan
331,113,Libya
332,95,Iraq
333,95,Iraq
334,95,Iraq
335,229,Democratic Republic of the Congo
336,160,Philippines
337,160,Philippines
338,95,Iraq
339,155,West Bank and Gaza Strip
340,121,Malaysia
341,200,Syria
342,69,France
343,153,Pakistan
344,4,Afghanistan
345,95,Iraq
346,95,Iraq
347,95,Iraq
348,95,Iraq
349,95,Iraq
350,95,Iraq
351,95,Iraq
352,95,Iraq
353,95,Iraq
354,95,Iraq
355,95,Iraq
356,95,Iraq
357,95,Iraq
358,95,Iraq
359,95,Iraq
360,95,Iraq
361,95,Iraq
362,95,Iraq
363,95,Iraq
364,95,Iraq
365,95,Iraq
366,95,Iraq
367,95,Iraq
368,95,Iraq
369,95,Iraq
370,95,Iraq
371,95,Iraq
372,95,Iraq
373,95,Iraq
374,95,Iraq
375,95,Iraq
376,95,Iraq
377,95,Iraq
378,95,Iraq
379,95,Iraq
380,95,Iraq
381,95,Iraq
382,95,Iraq
383,95,Iraq
384,95,Iraq
385,95,Iraq
386,95,Iraq
387,95,Iraq
388,95,Iraq
389,95,Iraq
390,95,Iraq
391,95,Iraq
392,95,Iraq
393,95,Iraq
394,95,Iraq
395,4,Afghanistan
396,122,Maldives
397,92,India
398,160,Philippines
399,160,Philippines
400,95,Iraq
401,95,Iraq
402,209,Turkey
403,205,Thailand
404,153,Pakistan
405,153,Pakistan
406,153,Pakistan
407,37,Cameroon
408,228,Yemen
409,228,Yemen
410,95,Iraq
411,95,Iraq
412,95,Iraq
413,95,Iraq
414,95,Iraq
415,95,Iraq
416,155,West Bank and Gaza Strip
417,4,Afghanistan
418,92,India
419,95,Iraq
420,95,Iraq
421,95,Iraq
422,95,Iraq
423,95,Iraq
424,95,Iraq
425,95,Iraq
426,95,Iraq
427,95,Iraq
428,95,Iraq
429,95,Iraq
430,95,Iraq
431,92,India
432,110,Lebanon
433,603,United Kingdom
434,60,Egypt
435,92,India
436,4,Afghanistan
437,4,Afghanistan
438,153,Pakistan
439,205,Thailand
440,153,Pakistan
441,182,Somalia
442,113,Libya
443,153,Pakistan
444,37,Cameroon
445,37,Cameroon
446,229,Democratic Republic of the Congo
447,229,Democratic Republic of the Congo
448,4,Afghanistan
449,4,Afghanistan
450,228,Yemen
451,228,Yemen
452,228,Yemen
453,228,Yemen
454,228,Yemen
455,95,Iraq
456,95,Iraq
457,95,Iraq
458,95,Iraq
459,95,Iraq
460,95,Iraq
461,95,Iraq
462,155,West Bank and Gaza Strip
463,92,India
464,195,Sudan
465,92,India
466,4,Afghanistan
467,4,Afghanistan
468,95,Iraq
469,95,Iraq
470,92,India
471,92,India
472,155,West Bank and Gaza Strip
473,4,Afghanistan
474,93,Indonesia
475,93,Indonesia
476,93,Indonesia
477,60,Egypt
478,60,Egypt
479,60,Egypt
480,209,Turkey
481,209,Turkey
482,113,Libya
483,113,Libya
484,113,Libya
485,113,Libya
486,160,Philippines
487,160,Philippines
488,113,Libya
489,113,Libya
490,113,Libya
491,113,Libya
492,153,Pakistan
493,95,Iraq
494,95,Iraq
495,92,India
496,95,Iraq
497,95,Iraq
498,95,Iraq
499,95,Iraq
500,95,Iraq
501,155,West Bank and Gaza Strip
502,155,West Bank and Gaza Strip
503,153,Pakistan
504,92,India
505,92,India
506,195,Sudan
507,4,Afghanistan
508,195,Sudan
509,160,Philippines
510,110,Lebanon
511,92,India
512,228,Yemen
513,4,Afghanistan
514,33,Burkina Faso
515,33,Burkina Faso
516,33,Burkina Faso
517,182,Somalia
518,113,Libya
519,4,Afghanistan
520,153,Pakistan
521,123,Mali
522,123,Mali
523,123,Mali
524,95,Iraq
525,33,Burkina Faso
526,92,India
527,217,United States
528,147,Nigeria
529,147,Nigeria
530,147,Nigeria
531,209,Turkey
532,4,Afghanistan
533,4,Afghanistan
534,92,India
535,95,Iraq
536,95,Iraq
537,95,Iraq
538,95,Iraq
539,95,Iraq
540,95,Iraq
541,92,India
542,153,Pakistan
543,147,Nigeria
544,92,India
545,92,India
546,195,Sudan
547,228,Yemen
548,4,Afghanistan
549,4,Afghanistan
550,4,Afghanistan
551,95,Iraq
552,95,Iraq
553,200,Syria
554,200,Syria
555,160,Philippines
556,4,Afghanistan
557,4,Afghanistan
558,4,Afghanistan
559,43,Chile
560,200,Syria
561,603,United Kingdom
562,153,Pakistan
563,33,Burkina Faso
564,200,Syria
565,200,Syria
566,200,Syria
567,200,Syria
568,200,Syria
569,200,Syria
570,200,Syria
571,200,Syria
572,200,Syria
573,200,Syria
574,200,Syria
575,200,Syria
576,200,Syria
577,200,Syria
578,113,Libya
579,113,Libya
580,113,Libya
581,4,Afghanistan
582,4,Afghanistan
583,4,Afghanistan
584,4,Afghanistan
585,146,Niger
586,160,Philippines
587,153,Pakistan
588,95,Iraq
589,160,Philippines
590,153,Pakistan
591,209,Turkey
592,160,Philippines
593,92,India
594,92,India
595,153,Pakistan
596,147,Nigeria
597,45,Colombia
598,160,Philippines
599,4,Afghanistan
600,4,Afghanistan
601,95,Iraq
602,95,Iraq
603,96,Ireland
604,182,Somalia
605,214,Ukraine
606,92,India
607,4,Afghanistan
608,147,Nigeria
609,113,Libya
610,160,Philippines
611,113,Libya
612,153,Pakistan
613,153,Pakistan
614,4,Afghanistan
615,4,Afghanistan
616,228,Yemen
617,228,Yemen
618,228,Yemen
619,228,Yemen
620,228,Yemen
621,228,Yemen
622,4,Afghanistan
623,155,West Bank and Gaza Strip
624,155,West Bank and Gaza Strip
625,209,Turkey
626,209,Turkey
627,95,Iraq
628,95,Iraq
629,95,Iraq
630,209,Turkey
631,209,Turkey
632,209,Turkey
633,209,Turkey
634,182,Somalia
635,95,Iraq
636,160,Philippines
637,195,Sudan
638,60,Egypt
639,60,Egypt
640,95,Iraq
641,95,Iraq
642,95,Iraq
643,92,India
644,198,Sweden
645,153,Pakistan
646,153,Pakistan
647,153,Pakistan
648,182,Somalia
649,92,India
650,4,Afghanistan
651,75,Germany
652,6,Algeria
653,228,Yemen
654,153,Pakistan
655,182,Somalia
656,228,Yemen
657,153,Pakistan
658,160,Philippines
659,160,Philippines
660,160,Philippines
661,160,Philippines
662,113,Libya
663,113,Libya
664,37,Cameroon
665,155,West Bank and Gaza Strip
666,209,Turkey
667,209,Turkey
668,95,Iraq
669,95,Iraq
670,95,Iraq
671,209,Turkey
672,92,India
673,153,Pakistan
674,34,Burundi
675,205,Thailand
676,205,Thailand
677,4,Afghanistan
678,92,India
679,195,Sudan
680,228,Yemen
681,160,Philippines
682,95,Iraq
683,97,Israel
684,182,Somalia
685,205,Thailand
686,95,Iraq
687,153,Pakistan
688,45,Colombia
689,153,Pakistan
690,113,Libya
691,4,Afghanistan
692,113,Libya
693,113,Libya
694,123,Mali
695,228,Yemen
696,228,Yemen
697,209,Turkey
698,209,Turkey
699,41,Central African Republic
700,200,Syria
701,95,Iraq
702,95,Iraq
703,95,Iraq
704,95,Iraq
705,95,Iraq
706,95,Iraq
707,95,Iraq
708,92,India
709,60,Egypt
710,95,Iraq
711,4,Afghanistan
712,92,India
713,4,Afghanistan
714,123,Mali
715,92,India
716,153,Pakistan
717,4,Afghanistan
718,60,Egypt
719,205,Thailand
720,160,Philippines
721,113,Libya
722,92,India
723,160,Philippines
724,41,Central African Republic
725,229,Democratic Republic of the Congo
726,147,Nigeria
727,205,Thailand
728,95,Iraq
729,182,Somalia
730,137,Mozambique
731,95,Iraq
732,95,Iraq
733,95,Iraq
734,95,Iraq
735,4,Afghanistan
736,4,Afghanistan
737,4,Afghanistan
738,4,Afghanistan
739,4,Afghanistan
740,4,Afghanistan
741,4,Afghanistan
742,92,India
743,603,United Kingdom
744,153,Pakistan
745,123,Mali
746,153,Pakistan
747,160,Philippines
748,113,Libya
749,113,Libya
750,113,Libya
751,60,Egypt
752,209,Turkey
753,228,Yemen
754,228,Yemen
755,4,Afghanistan
756,95,Iraq
757,95,Iraq
758,95,Iraq
759,95,Iraq
760,95,Iraq
761,95,Iraq
762,95,Iraq
763,92,India
764,153,Pakistan
765,4,Afghanistan
766,4,Afghanistan
767,34,Burundi
768,34,Burundi
769,34,Burundi
770,34,Burundi
771,34,Burundi
772,34,Burundi
773,92,India
774,209,Turkey
775,4,Afghanistan
776,603,United Kingdom
777,153,Pakistan
778,141,Nepal
779,4,Afghanistan
780,4,Afghanistan
781,4,Afghanistan
782,4,Afghanistan
783,4,Afghanistan
784,41,Central African Republic
785,153,Pakistan
786,4,Afghanistan
787,153,Pakistan
788,229,Democratic Republic of the Congo
789,182,Somalia
790,182,Somalia
791,92,India
792,209,Turkey
793,209,Turkey
794,209,Turkey
795,147,Nigeria
796,95,Iraq
797,95,Iraq
798,153,Pakistan
799,195,Sudan
800,92,India
801,60,Egypt
802,4,Afghanistan
803,153,Pakistan
804,60,Egypt
805,160,Philippines
806,92,India
807,92,India
808,153,Pakistan
809,4,Afghanistan
810,113,Libya
811,228,Yemen
812,228,Yemen
813,153,Pakistan
814,155,West Bank and Gaza Strip
815,92,India
816,92,India
817,155,West Bank and Gaza Strip
818,160,Philippines
819,95,Iraq
820,95,Iraq
821,95,Iraq
822,95,Iraq
823,95,Iraq
824,95,Iraq
825,95,Iraq
826,95,Iraq
827,95,Iraq
828,95,Iraq
829,95,Iraq
830,92,India
831,209,Turkey
832,95,Iraq
833,95,Iraq
834,95,Iraq
835,123,Mali
836,97,Israel
837,160,Philippines
838,229,Democratic Republic of the Congo
839,160,Philippines
840,153,Pakistan
841,60,Egypt
842,113,Libya
843,113,Libya
844,228,Yemen
845,228,Yemen
846,208,Tunisia
847,108,Laos
848,160,Philippines
849,155,West Bank and Gaza Strip
850,104,Kenya
851,92,India
852,93,Indonesia
853,200,Syria
854,200,Syria
855,147,Nigeria
856,153,Pakistan
857,147,Nigeria
858,147,Nigeria
859,147,Nigeria
860,147,Nigeria
861,147,Nigeria
862,147,Nigeria
863,95,Iraq
864,95,Iraq
865,95,Iraq
866,95,Iraq
867,95,Iraq
868,95,Iraq
869,95,Iraq
870,95,Iraq
871,95,Iraq
872,113,Libya
873,205,Thailand
874,153,Pakistan
875,4,Afghanistan
876,4,Afghanistan
877,4,Afghanistan
878,113,Libya
879,4,Afghanistan
880,228,Yemen
881,4,Afghanistan
882,4,Afghanistan
883,37,Cameroon
884,37,Cameroon
885,37,Cameroon
886,75,Germany
887,75,Germany
888,92,India
889,155,West Bank and Gaza Strip
890,155,West Bank and Gaza Strip
891,200,Syria
892,4,Afghanistan
893,95,Iraq
894,95,Iraq
895,160,Philippines
896,160,Philippines
897,200,Syria
898,200,Syria
899,153,Pakistan
900,228,Yemen
901,147,Nigeria
902,60,Egypt
903,95,Iraq
904,95,Iraq
905,603,United Kingdom
906,160,Philippines
907,92,India
908,95,Iraq
909,95,Iraq
910,95,Iraq
911,95,Iraq
912,95,Iraq
913,95,Iraq
914,4,Afghanistan
915,4,Afghanistan
916,4,Afghanistan
917,4,Afghanistan
918,4,Afghanistan
919,4,Afghanistan
920,4,Afghanistan
921,104,Kenya
922,229,Democratic Republic of the Congo
923,200,Syria
924,200,Syria
925,4,Afghanistan
926,182,Somalia
927,113,Libya
928,113,Libya
929,113,Libya
930,113,Libya
931,153,Pakistan
932,92,India
933,92,India
934,92,India
935,160,Philippines
936,160,Philippines
937,95,Iraq
938,95,Iraq
939,95,Iraq
940,95,Iraq
941,95,Iraq
942,95,Iraq
943,95,Iraq
944,95,Iraq
945,95,Iraq
946,153,Pakistan
947,160,Philippines
948,60,Egypt
949,153,Pakistan
950,92,India
951,95,Iraq
952,95,Iraq
953,160,Philippines
954,603,United Kingdom
955,228,Yemen
956,173,Saudi Arabia
957,4,Afghanistan
958,93,Indonesia
959,60,Egypt
960,182,Somalia
961,4,Afghanistan
962,182,Somalia
963,4,Afghanistan
964,4,Afghanistan
965,153,Pakistan
966,153,Pakistan
967,209,Turkey
968,92,India
969,160,Philippines
970,155,West Bank and Gaza Strip
971,92,India
972,92,India
973,4,Afghanistan
974,147,Nigeria
975,147,Nigeria
976,147,Nigeria
977,95,Iraq
978,95,Iraq
979,95,Iraq
980,95,Iraq
981,95,Iraq
982,160,Philippines
983,153,Pakistan
984,60,Egypt
985,160,Philippines
986,92,India
987,92,India
988,92,India
989,95,Iraq
990,95,Iraq
991,214,Ukraine
992,4,Afghanistan
993,153,Pakistan
994,4,Afghanistan
995,214,Ukraine
996,228,Yemen
997,173,Saudi Arabia
998,153,Pakistan
999,153,Pakistan
1000,60,Egypt
1001,228,Yemen
1002,228,Yemen
1003,228,Yemen
1004,4,Afghanistan
1005,153,Pakistan
1006,153,Pakistan
1007,123,Mali
1008,123,Mali
1009,37,Cameroon
1010,37,Cameroon
1011,160,Philippines
1012,153,Pakistan
1013,160,Philippines
1014,92,India
1015,153,Pakistan
1016,153,Pakistan
1017,95,Iraq
1018,95,Iraq
1019,95,Iraq
1020,95,Iraq
1021,95,Iraq
1022,95,Iraq
1023,92,India
1024,147,Nigeria
1025,153,Pakistan
1026,153,Pakistan
1027,153,Pakistan
1028,209,Turkey
1029,92,India
1030,92,India
1031,92,India
1032,92,India
1033,153,Pakistan
1034,205,Thailand
1035,4,Afghanistan
1036,160,Philippines
1037,1004,South Sudan
1038,113,Libya
1039,113,Libya
1040,43,Chile
1041,173,Saudi Arabia
1042,153,Pakistan
1043,4,Afghanistan
1044,113,Libya
1045,153,Pakistan
1046,228,Yemen
1047,95,Iraq
1048,95,Iraq
1049,95,Iraq
1050,95,Iraq
1051,95,Iraq
1052,147,Nigeria
1053,4,Afghanistan
1054,603,United Kingdom
1055,153,Pakistan
1056,153,Pakistan
1057,60,Egypt
1058,4,Afghanistan
1059,75,Germany
1060,75,Germany
1061,182,Somalia
1062,214,Ukraine
1063,95,Iraq
1064,95,Iraq
1065,147,Nigeria
1066,4,Afghanistan
1067,78,Greece
1068,155,West Bank and Gaza Strip
1069,228,Yemen
1070,95,Iraq
1071,19,Bangladesh
1072,160,Philippines
1073,160,Philippines
1074,160,Philippines
1075,209,Turkey
1076,147,Nigeria
1077,153,Pakistan
1078,4,Afghanistan
1079,153,Pakistan
1080,147,Nigeria
1081,95,Iraq
1082,95,Iraq
1083,95,Iraq
1084,95,Iraq
1085,153,Pakistan
1086,95,Iraq
1087,75,Germany
1088,75,Germany
1089,4,Afghanistan
1090,228,Yemen
1091,95,Iraq
1092,4,Afghanistan
1093,182,Somalia
1094,228,Yemen
1095,4,Afghanistan
1096,4,Afghanistan
1097,4,Afghanistan
1098,4,Afghanistan
1099,4,Afghanistan
1100,228,Yemen
1101,104,Kenya
1102,229,Democratic Republic of the Congo
1103,60,Egypt
1104,153,Pakistan
1105,4,Afghanistan
1106,4,Afghanistan
1107,228,Yemen
1108,228,Yemen
1109,228,Yemen
1110,228,Yemen
1111,228,Yemen
1112,228,Yemen
1113,228,Yemen
1114,200,Syria
1115,200,Syria
1116,4,Afghanistan
1117,92,India
1118,42,Chad
1119,42,Chad
1120,95,Iraq
1121,95,Iraq
1122,95,Iraq
1123,95,Iraq
1124,95,Iraq
1125,60,Egypt
1126,155,West Bank and Gaza Strip
1127,155,West Bank and Gaza Strip
1128,92,India
1129,92,India
1130,96,Ireland
1131,113,Libya
1132,104,Kenya
1133,60,Egypt
1134,60,Egypt
1135,92,India
1136,147,Nigeria
1137,95,Iraq
1138,95,Iraq
1139,95,Iraq
1140,92,India
1141,4,Afghanistan
1142,95,Iraq
1143,160,Philippines
1144,173,Saudi Arabia
1145,209,Turkey
1146,92,India
1147,95,Iraq
1148,113,Libya
1149,113,Libya
1150,4,Afghanistan
1151,173,Saudi Arabia
1152,45,Colombia
1153,4,Afghanistan
1154,4,Afghanistan
1155,4,Afghanistan
1156,113,Libya
1157,113,Libya
1158,229,Democratic Republic of the Congo
1159,113,Libya
1160,195,Sudan
1161,4,Afghanistan
1162,92,India
1163,153,Pakistan
1164,4,Afghanistan
1165,95,Iraq
1166,132,Moldova
1167,4,Afghanistan
1168,155,West Bank and Gaza Strip
1169,123,Mali
1170,4,Afghanistan
1171,95,Iraq
1172,209,Turkey
1173,95,Iraq
1174,95,Iraq
1175,95,Iraq
1176,182,Somalia
1177,4,Afghanistan
1178,160,Philippines
1179,95,Iraq
1180,60,Egypt
1181,228,Yemen
1182,4,Afghanistan
1183,4,Afghanistan
1184,147,Nigeria
1185,147,Nigeria
1186,4,Afghanistan
1187,113,Libya
1188,4,Afghanistan
1189,95,Iraq
1190,229,Democratic Republic of the Congo
1191,229,Democratic Republic of the Congo
1192,209,Turkey
1193,34,Burundi
1194,6,Algeria
1195,92,India
1196,195,Sudan
1197,195,Sudan
1198,195,Sudan
1199,75,Germany
1200,160,Philippines
1201,182,Somalia
1202,205,Thailand
1203,4,Afghanistan
1204,95,Iraq
1205,95,Iraq
1206,95,Iraq
1207,95,Iraq
1208,95,Iraq
1209,95,Iraq
1210,95,Iraq
1211,95,Iraq
1212,95,Iraq
1213,95,Iraq
1214,95,Iraq
1215,182,Somalia
1216,95,Iraq
1217,200,Syria
1218,4,Afghanistan
1219,113,Libya
1220,113,Libya
1221,4,Afghanistan
1222,4,Afghanistan
1223,4,Afghanistan
1224,4,Afghanistan
1225,4,Afghanistan
1226,4,Afghanistan
1227,4,Afghanistan
1228,95,Iraq
1229,95,Iraq
1230,153,Pakistan
1231,209,Turkey
1232,209,Turkey
1233,92,India
1234,229,Democratic Republic of the Congo
1235,160,Philippines
1236,92,India
1237,4,Afghanistan
1238,113,Libya
1239,155,West Bank and Gaza Strip
1240,95,Iraq
1241,34,Burundi
1242,34,Burundi
1243,34,Burundi
1244,34,Burundi
1245,4,Afghanistan
1246,95,Iraq
1247,95,Iraq
1248,95,Iraq
1249,95,Iraq
1250,95,Iraq
1251,45,Colombia
1252,45,Colombia
1253,153,Pakistan
1254,153,Pakistan
1255,153,Pakistan
1256,113,Libya
1257,228,Yemen
1258,228,Yemen
1259,4,Afghanistan
1260,4,Afghanistan
1261,113,Libya
1262,113,Libya
1263,4,Afghanistan
1264,153,Pakistan
1265,153,Pakistan
1266,92,India
1267,95,Iraq
1268,95,Iraq
1269,95,Iraq
1270,95,Iraq
1271,95,Iraq
1272,95,Iraq
1273,95,Iraq
1274,95,Iraq
1275,95,Iraq
1276,95,Iraq
1277,95,Iraq
1278,95,Iraq
1279,69,France
1280,153,Pakistan
1281,153,Pakistan
1282,92,India
1283,160,Philippines
1284,19,Bangladesh
1285,209,Turkey
1286,209,Turkey
1287,209,Turkey
1288,209,Turkey
1289,209,Turkey
1290,92,India
1291,92,India
1292,92,India
1293,160,Philippines
1294,160,Philippines
1295,160,Philippines
1296,195,Sudan
1297,113,Libya
1298,69,France
1299,78,Greece
1300,160,Philippines
1301,160,Philippines
1302,4,Afghanistan
1303,4,Afghanistan
1304,4,Afghanistan
1305,95,Iraq
1306,95,Iraq
1307,95,Iraq
1308,113,Libya
1309,228,Yemen
1310,153,Pakistan
1311,153,Pakistan
1312,4,Afghanistan
1313,4,Afghanistan
1314,95,Iraq
1315,95,Iraq
1316,95,Iraq
1317,95,Iraq
1318,97,Israel
1319,4,Afghanistan
1320,4,Afghanistan
1321,4,Afghanistan
1322,153,Pakistan
1323,92,India
1324,68,Finland
1325,144,New Zealand
1326,209,Turkey
1327,209,Turkey
1328,200,Syria
1329,200,Syria
1330,92,India
1331,4,Afghanistan
1332,195,Sudan
1333,173,Saudi Arabia
1334,78,Greece
1335,195,Sudan
1336,195,Sudan
1337,160,Philippines
1338,95,Iraq
1339,95,Iraq
1340,95,Iraq
1341,95,Iraq
1342,95,Iraq
1343,95,Iraq
1344,95,Iraq
1345,45,Colombia
1346,160,Philippines
1347,123,Mali
1348,123,Mali
1349,182,Somalia
1350,182,Somalia
1351,147,Nigeria
1352,147,Nigeria
1353,34,Burundi
1354,96,Ireland
1355,153,Pakistan
1356,160,Philippines
1357,95,Iraq
1358,95,Iraq
1359,95,Iraq
1360,92,India
1361,182,Somalia
1362,153,Pakistan
1363,92,India
1364,4,Afghanistan
1365,84,Guinea
1366,205,Thailand
1367,155,West Bank and Gaza Strip
1368,209,Turkey
1369,195,Sudan
1370,195,Sudan
1371,160,Philippines
1372,141,Nepal
1373,78,Greece
1374,78,Greece
1375,92,India
1376,75,Germany
1377,153,Pakistan
1378,205,Thailand
1379,95,Iraq
1380,95,Iraq
1381,95,Iraq
1382,95,Iraq
1383,95,Iraq
1384,95,Iraq
1385,95,Iraq
1386,95,Iraq
1387,95,Iraq
1388,95,Iraq
1389,95,Iraq
1390,95,Iraq
1391,95,Iraq
1392,95,Iraq
1393,95,Iraq
1394,95,Iraq
1395,95,Iraq
1396,95,Iraq
1397,95,Iraq
1398,95,Iraq
1399,95,Iraq
1400,95,Iraq
1401,95,Iraq
1402,95,Iraq
1403,182,Somalia
1404,182,Somalia
1405,147,Nigeria
1406,153,Pakistan
1407,153,Pakistan
1408,4,Afghanistan
1409,147,Nigeria
1410,34,Burundi
1411,34,Burundi
1412,34,Burundi
1413,182,Somalia
1414,95,Iraq
1415,95,Iraq
1416,95,Iraq
1417,95,Iraq
1418,95,Iraq
1419,4,Afghanistan
1420,229,Democratic Republic of the Congo
1421,229,Democratic Republic of the Congo
1422,228,Yemen
1423,228,Yemen
1424,160,Philippines
1425,97,Israel
1426,155,West Bank and Gaza Strip
1427,173,Saudi Arabia
1428,173,Saudi Arabia
1429,4,Afghanistan
1430,34,Burundi
1431,54,Czech Republic
1432,92,India
1433,228,Yemen
1434,228,Yemen
1435,153,Pakistan
1436,75,Germany
1437,160,Philippines
1438,153,Pakistan
1439,4,Afghanistan
1440,4,Afghanistan
1441,4,Afghanistan
1442,95,Iraq
1443,95,Iraq
1444,4,Afghanistan
1445,153,Pakistan
1446,4,Afghanistan
1447,4,Afghanistan
1448,182,Somalia
1449,147,Nigeria
