Event ID,iyear,imonth,iday,approxdate
10032,2016,9,21,"September 18-24, 2016"
10033,2016,9,21,"September 18-24, 2016"
10034,2016,9,21,"September 18-24, 2016"
10035,2016,9,21,"September 18-24, 2016"
10036,2016,9,21,"September 18-24, 2016"
10037,2016,9,21,"September 18-24, 2016"
10038,2016,9,21,"September 18-24, 2016"
10039,2016,9,21,"September 18-24, 2016"
10040,2016,9,21,"September 18-24, 2016"
10041,2016,9,21,"September 18-24, 2016"
10042,2016,9,21,"September 18-24, 2016"
10043,2016,9,21,"September 18-24, 2016"
10044,2016,9,21,"September 18-24, 2016"
10045,2016,9,21,"September 18-24, 2016"
10046,2016,9,21,"September 18-24, 2016"
10047,2016,9,21,"September 18-24, 2016"
10048,2016,9,21,"September 18-24, 2016"
10049,2016,9,21,"September 18-24, 2016"
10050,2016,9,21,"September 18-24, 2016"
10051,2016,9,21,"September 18-24, 2016"
10052,2016,9,21,"September 18-24, 2016"
10053,2016,9,21,"September 18-24, 2016"
10054,2016,9,21,"September 18-24, 2016"
10055,2016,9,21,"September 18-24, 2016"
10056,2016,9,21,"September 18-24, 2016"
10057,2016,9,21,"September 18-24, 2016"
10058,2016,9,21,"September 18-24, 2016"
10059,2016,9,21,"September 18-24, 2016"
10060,2016,9,21,"September 18-24, 2016"
10061,2016,9,21,"September 18-24, 2016"
10062,2016,9,21,"September 18-24, 2016"
10063,2016,9,21,"September 18-24, 2016"
10064,2016,9,21,"September 18-24, 2016"
10065,2016,9,21,"September 18-24, 2016"
10066,2016,9,21,"September 18-24, 2016"
10067,2016,9,21,"September 18-24, 2016"
10068,2016,9,21,"September 18-24, 2016"
10069,2016,9,21,"September 18-24, 2016"
10070,2016,9,21,"September 18-24, 2016"
10071,2016,9,21,"September 18-24, 2016"
10072,2016,9,21,"September 18-24, 2016"
10073,2016,9,21,"September 18-24, 2016"
10074,2016,9,21,"September 18-24, 2016"
10075,2016,9,21,"September 18-24, 2016"
10076,2016,9,21,"September 18-24, 2016"
10077,2016,9,21,"September 18-24, 2016"
10078,2016,9,21,"September 18-24, 2016"
10079,2016,9,21,"September 18-24, 2016"
10080,2016,9,21,"September 18-24, 2016"
10081,2016,9,21,"September 18-24, 2016"
10082,2016,9,21,"September 18-24, 2016"
10083,2016,9,21,"September 18-24, 2016"
10084,2016,9,21,"September 18-24, 2016"
10085,2016,9,21,"September 18-24, 2016"
10086,2016,9,21,"September 18-24, 2016"
10087,2016,9,21,"September 18-24, 2016"
10088,2016,9,21,"September 18-24, 2016"
10089,2016,9,21,"September 18-24, 2016"
10090,2016,9,21,"September 18-24, 2016"
10091,2016,9,21,"September 18-24, 2016"
10092,2016,9,21,"September 18-24, 2016"
10093,2016,9,21,"September 18-24, 2016"
10094,2016,9,21,"September 18-24, 2016"
10095,2016,9,21,"September 18-24, 2016"
10096,2016,9,21,"September 18-24, 2016"
10097,2016,9,21,"September 18-24, 2016"
10098,2016,9,21,"September 18-24, 2016"
10099,2016,9,21,"September 18-24, 2016"
10100,2016,9,21,"September 18-24, 2016"
10101,2016,9,21,"September 18-24, 2016"
10102,2016,9,21,"September 18-24, 2016"
10103,2016,9,21,"September 18-24, 2016"
10104,2016,9,21,"September 18-24, 2016"
10105,2016,9,21,"September 18-24, 2016"
10106,2016,9,21,"September 18-24, 2016"
10107,2016,9,21,"September 18-24, 2016"
10108,2016,9,21,"September 18-24, 2016"
10109,2016,9,21,"September 18-24, 2016"
10110,2016,9,21,"September 18-24, 2016"
10111,2016,9,21,"September 18-24, 2016"
10112,2016,9,21,"September 18-24, 2016"
10113,2016,9,21,"September 18-24, 2016"
10114,2016,9,21,"September 18-24, 2016"
10115,2016,9,21,"September 18-24, 2016"
10116,2016,9,21,"September 18-24, 2016"
10117,2016,9,21,"September 18-24, 2016"
10118,2016,9,21,"September 18-24, 2016"
10119,2016,9,21,"September 18-24, 2016"
10120,2016,9,21,"September 18-24, 2016"
10121,2016,9,21,"September 18-24, 2016"
10122,2016,9,21,"September 18-24, 2016"
10123,2016,9,21,"September 18-24, 2016"
10124,2016,9,21,"September 18-24, 2016"
10125,2016,9,21,"September 18-24, 2016"
10126,2016,9,21,"September 18-24, 2016"
10127,2016,9,21,"September 18-24, 2016"
10128,2016,9,21,"September 18-24, 2016"
10129,2016,9,21,
10130,2016,9,21,
10131,2016,9,21,
10132,2016,9,21,
10133,2016,9,21,
10134,2016,9,21,
10135,2016,9,21,
10136,2016,9,21,
10137,2016,9,21,
10138,2016,9,21,
10139,2016,9,22,
10140,2016,9,22,
10141,2016,9,22,
10142,2016,9,22,
10143,2016,9,22,
10144,2016,9,22,
10145,2016,9,22,
10146,2016,9,22,
10147,2016,9,22,
10148,2016,9,22,
10149,2016,9,22,
10150,2016,9,22,
10151,2016,9,22,
10152,2016,9,22,
10153,2016,9,22,22-Sep-16
10154,2016,9,22,22-Sep-16
10155,2016,9,22,22-Sep-16
10156,2016,9,22,22-Sep-16
10157,2016,9,22,
10158,2016,9,22,
10159,2016,9,22,22-Sep-16
10160,2016,9,22,
10161,2016,9,21,
10162,2016,9,21,
10163,2016,9,22,
10164,2016,9,22,22-Sep-16
10165,2016,9,22,22-Sep-16
10166,2016,9,22,
10167,2016,9,22,
10168,2016,9,22,
10169,2016,9,23,
10170,2016,9,23,
10171,2016,9,23,
10172,2016,9,23,
10173,2016,9,23,
10174,2016,9,23,
10175,2016,9,23,
10176,2016,9,23,
10177,2016,9,23,
10178,2016,9,23,
10179,2016,9,23,23-Sep-16
10180,2016,9,23,23-Sep-16
10181,2016,9,23,
10182,2016,9,23,
10183,2016,9,23,
10184,2016,9,23,
10185,2016,9,23,
10186,2016,9,23,
10187,2016,9,23,
10188,2016,9,23,
10189,2016,9,23,23-Sep-16
10190,2016,9,23,
10191,2016,9,23,
10192,2016,9,23,
10193,2016,9,23,
10194,2016,9,23,23-Sep-16
10195,2016,9,24,
10196,2016,9,24,24-Sep-16
10197,2016,9,24,
10198,2016,9,24,24-Sep-16
10199,2016,9,24,
10200,2016,9,24,
10201,2016,9,24,
10202,2016,9,24,
10203,2016,9,24,
10204,2016,9,24,
10205,2016,9,24,
10206,2016,9,24,
10207,2016,9,24,
10208,2016,9,24,
10209,2016,9,24,
10210,2016,9,24,
10211,2016,9,24,
10212,2016,9,24,
10213,2016,9,24,
10214,2016,9,24,
10215,2016,9,24,
10216,2016,9,24,
10217,2016,9,24,
10218,2016,9,24,
10219,2016,9,24,
10220,2016,9,24,
10221,2016,9,24,
10222,2016,9,24,
10223,2016,9,24,24-Sep-16
10224,2016,9,24,
10225,2016,9,25,
10226,2016,9,25,25-Sep-16
10227,2016,9,25,
10228,2016,9,25,
10229,2016,9,25,
10230,2016,9,25,
10231,2016,9,25,
10232,2016,9,25,
10233,2016,9,25,
10234,2016,9,25,
10235,2016,9,25,
10236,2016,9,25,
10237,2016,9,25,
10238,2016,9,25,
10239,2016,9,25,
10240,2016,9,25,
10241,2016,9,25,
10242,2016,9,25,
10243,2016,9,25,
10244,2016,9,25,
10245,2016,9,25,
10246,2016,9,25,
10247,2016,9,25,
10248,2016,9,25,
10249,2016,9,25,
10250,2016,9,25,
10251,2016,9,25,
10252,2016,9,25,
10253,2016,9,25,
10254,2016,9,25,
10255,2016,9,25,
10256,2016,9,25,
10257,2016,9,26,
10258,2016,9,26,
10259,2016,9,26,
10260,2016,9,26,
10261,2016,9,25,
10262,2016,9,26,
10263,2016,9,26,
10264,2016,9,26,
10265,2016,9,26,
10266,2016,9,26,
10267,2016,9,26,
10268,2016,9,26,
10269,2016,9,26,
10270,2016,9,26,
10271,2016,9,26,
10272,2016,9,26,
10273,2016,9,26,
10274,2016,9,26,
10275,2016,9,26,
10276,2016,9,26,
10277,2016,9,26,
10278,2016,9,26,
10279,2016,9,26,
10280,2016,9,26,
10281,2016,9,26,
10282,2016,9,26,
10283,2016,9,26,26-Sep-16
10284,2016,9,26,
10285,2016,9,26,26-Sep-16
10286,2016,9,26,26-Sep-16
10287,2016,9,26,
10288,2016,9,26,26-Sep-16
10289,2016,9,26,
10290,2016,9,26,
10291,2016,9,26,
10292,2016,9,26,
10293,2016,9,26,
10294,2016,9,26,
10295,2016,9,26,26-Sep-16
10296,2016,9,26,
10297,2016,9,26,
10298,2016,9,26,
10299,2016,9,26,
10300,2016,9,26,
10301,2016,9,27,
10302,2016,9,27,
10303,2016,9,27,
10304,2016,9,27,
10305,2016,9,27,
10306,2016,9,26,
10307,2016,9,25,
10308,2016,9,27,
10309,2016,9,27,
10310,2016,9,27,
10311,2016,9,27,
10312,2016,9,27,
10313,2016,9,27,
10314,2016,9,27,
10315,2016,9,27,
10316,2016,9,27,
10317,2016,9,27,
10318,2016,9,27,
10319,2016,9,27,
10320,2016,9,27,27-Sep-16
10321,2016,9,27,27-Sep-16
10322,2016,9,27,
10323,2016,9,26,
10324,2016,9,26,
10325,2016,9,27,
10326,2016,9,26,
10327,2016,9,27,27-Sep-16
10328,2016,9,27,27-Sep-16
10329,2016,9,27,
10330,2016,9,15,"September 1-30, 2016"
10331,2016,9,27,
10332,2016,9,28,
10333,2016,9,28,28-Sep-16
10334,2016,9,28,
10335,2016,9,28,
10336,2016,9,28,
10337,2016,9,28,
10338,2016,9,28,
10339,2016,9,28,
10340,2016,9,28,
10341,2016,9,28,
10342,2016,9,28,
10343,2016,9,28,
10344,2016,9,28,28-Sep-16
10345,2016,9,28,28-Sep-16
10346,2016,9,28,28-Sep-16
10347,2016,9,28,28-Sep-16
10348,2016,9,28,28-Sep-16
10349,2016,9,28,
10350,2016,9,28,
10351,2016,9,28,
10352,2016,9,28,
10353,2016,9,28,
10354,2016,9,28,
10355,2016,9,28,
10356,2016,9,28,
10357,2016,9,28,
10358,2016,9,29,
10359,2016,9,29,
10360,2016,9,29,
10361,2016,9,29,
10362,2016,9,29,
10363,2016,9,29,
10364,2016,9,29,
10365,2016,9,29,
10366,2016,9,29,
10367,2016,9,29,
10368,2016,9,28,
10369,2016,9,29,
10370,2016,9,29,
10371,2016,9,29,
10372,2016,9,29,
10373,2016,9,29,
10374,2016,9,29,
10375,2016,9,29,
10376,2016,9,30,
10377,2016,9,29,29-Sep-16
10378,2016,9,29,29-Sep-16
10379,2016,9,29,29-Sep-16
10380,2016,9,29,29-Sep-16
10381,2016,9,29,
10382,2016,9,29,
10383,2016,9,29,
10384,2016,9,29,
10385,2016,9,29,
10386,2016,9,29,
10387,2016,9,29,
10388,2016,9,30,
10389,2016,9,30,
10390,2016,9,30,
10391,2016,9,30,
10392,2016,9,30,
10393,2016,9,30,
10394,2016,9,30,
10395,2016,9,30,
10396,2016,9,30,
10397,2016,9,30,
10398,2016,9,30,
10399,2016,9,30,
10400,2016,9,30,
10401,2016,9,30,
10402,2016,9,30,
10403,2016,9,30,
10404,2016,9,30,
10405,2016,9,30,30-Sep-16
10406,2016,9,30,
10407,2016,9,30,
10408,2016,9,30,
10409,2016,9,30,
10410,2016,9,30,30-Sep-16
10411,2016,9,30,
10412,2016,9,30,
10413,2016,9,30,
10414,2016,9,30,
10415,2016,9,30,
10416,2016,9,30,30-Sep-16
10417,2016,9,30,
10418,2016,9,30,
10419,2016,9,30,
10420,2016,9,30,
10421,2016,9,30,
10422,2016,10,1,
10423,2016,10,1,
10424,2016,10,1,
10425,2016,10,1,
10426,2016,10,1,
10427,2016,10,1,
10428,2016,10,1,
10429,2016,10,1,
10430,2016,10,1,
10431,2016,9,30,
10432,2016,10,1,
10433,2016,10,1,
10434,2016,10,1,1-Oct-16
10435,2016,10,1,
10436,2016,10,1,1-Oct-16
10437,2016,10,1,1-Oct-16
10438,2016,10,1,1-Oct-16
10439,2016,10,1,1-Oct-16
10440,2016,10,1,1-Oct-16
10441,2016,10,1,1-Oct-16
10442,2016,10,1,
10443,2016,10,1,
10444,2016,10,1,
10445,2016,10,1,
10446,2016,10,1,1-Oct-16
10447,2016,10,1,
10448,2016,10,1,
10449,2016,10,1,
10450,2016,10,1,
10451,2016,10,1,
10452,2016,10,1,
10453,2016,10,1,
10454,2016,10,1,
10455,2016,10,1,
10456,2016,10,1,
10457,2016,10,1,
10458,2016,10,1,1-Oct-16
10459,2016,10,1,1-Oct-16
10460,2016,10,2,
10461,2016,10,2,
10462,2016,10,2,
10463,2016,10,2,
10464,2016,10,2,
10465,2016,10,2,
10466,2016,10,2,
10467,2016,10,2,
10468,2016,10,2,
10469,2016,10,2,
10470,2016,10,2,
10471,2016,10,2,
10472,2016,10,2,
10473,2016,10,2,
10474,2016,10,2,
10475,2016,10,2,
10476,2016,10,2,
10477,2016,10,2,
10478,2016,10,2,
10479,2016,10,2,
10480,2016,10,2,2-Oct-16
10481,2016,10,2,
10482,2016,10,2,
10483,2016,10,2,
10484,2016,10,2,
10485,2016,10,2,
10486,2016,10,2,
10487,2016,10,3,
10488,2016,10,3,
10489,2016,10,3,
10490,2016,10,3,
10491,2016,10,3,
10492,2016,10,3,3-Oct-16
10493,2016,10,3,
10494,2016,10,3,3-Oct-16
10495,2016,10,3,3-Oct-16
10496,2016,10,3,
10497,2016,10,1,
10498,2016,10,1,
10499,2016,10,3,
10500,2016,10,3,3-Oct-16
10501,2016,10,3,
10502,2016,10,3,3-Oct-16
10503,2016,10,3,
10504,2016,10,3,
10505,2016,10,3,3-Oct-16
10506,2016,10,3,
10507,2016,10,3,
10508,2016,10,3,
10509,2016,10,3,
10510,2016,10,3,
10511,2016,10,3,
10512,2016,10,3,
10513,2016,10,3,
10514,2016,10,3,
10515,2016,10,3,
10516,2016,10,3,
10517,2016,10,3,
10518,2016,10,3,
10519,2016,10,3,
10520,2016,10,3,3-Oct-16
10521,2016,10,3,
10522,2016,10,3,
10523,2016,10,3,
10524,2016,10,3,
10525,2016,10,3,
10526,2016,10,3,3-Oct-16
10527,2016,10,3,
10528,2016,10,2,2-Oct-16
10529,2016,10,3,
10530,2016,10,3,
10531,2016,10,3,
10532,2016,10,4,4-Oct-16
10533,2016,10,4,4-Oct-16
10534,2016,10,4,4-Oct-16
10535,2016,10,4,4-Oct-16
10536,2016,10,4,4-Oct-16
10537,2016,10,4,
10538,2016,10,5,
10539,2016,10,5,
10540,2016,10,4,
10541,2016,10,4,
10542,2016,10,4,
10543,2016,10,4,
10544,2016,10,4,
10545,2016,10,4,
10546,2016,10,4,
10547,2016,10,3,
10548,2016,10,4,
10549,2016,10,4,
10550,2016,10,4,
10551,2016,10,4,
10552,2016,10,4,
10553,2016,10,4,
10554,2016,10,4,
10555,2016,10,4,
10556,2016,10,4,
10557,2016,10,4,
10558,2016,10,4,
10559,2016,10,4,
10560,2016,10,4,
10561,2016,10,4,
10562,2016,10,4,
10563,2016,10,4,
10564,2016,10,4,
10565,2016,10,4,
10566,2016,10,4,
10567,2016,10,4,
10568,2016,10,4,
10569,2016,10,4,
10570,2016,10,4,
10571,2016,10,4,
10572,2016,10,4,
10573,2016,10,4,
10574,2016,10,4,
10575,2016,10,4,
10576,2016,10,5,
10577,2016,10,5,
10578,2016,10,5,5-Oct-16
10579,2016,10,5,5-Oct-16
10580,2016,10,5,
10581,2016,10,5,
10582,2016,10,5,
10583,2016,10,5,
10584,2016,10,7,
10585,2016,10,6,
10586,2016,10,5,
10587,2016,10,5,"October 2-8, 2016"
10588,2016,10,5,
10589,2016,10,5,
10590,2016,10,4,4-Oct-16
10591,2016,10,5,5-Oct-16
10592,2016,10,5,5-Oct-16
10593,2016,10,5,
10594,2016,10,5,
10595,2016,10,5,
10596,2016,10,5,5-Oct-16
10597,2016,10,5,5-Oct-16
10598,2016,10,5,
10599,2016,10,5,
10600,2016,10,5,
10601,2016,10,5,5-Oct-16
10602,2016,10,5,5-Oct-16
10603,2016,10,5,5-Oct-16
10604,2016,10,4,
10605,2016,10,4,
10606,2016,10,6,
10607,2016,10,6,
10608,2016,10,6,
10609,2016,10,6,
10610,2016,10,6,6-Oct-16
10611,2016,10,6,6-Oct-16
10612,2016,10,6,
10613,2016,10,6,
10614,2016,10,6,
10615,2016,10,6,
10616,2016,10,6,
10617,2016,10,6,
10618,2016,10,6,
10619,2016,10,6,6-Oct-16
10620,2016,10,4,
10621,2016,10,4,
10622,2016,10,4,
10623,2016,10,6,6-Oct-16
10624,2016,10,5,
10625,2016,10,6,
10626,2016,10,6,
10627,2016,10,7,
10628,2016,10,6,
10629,2016,10,6,
10630,2016,10,6,
10631,2016,10,6,
10632,2016,10,6,
10633,2016,10,6,
10634,2016,10,6,
10635,2016,10,6,
10636,2016,10,6,
10637,2016,10,6,
10638,2016,10,6,
10639,2016,10,6,6-Oct-16
10640,2016,10,6,
10641,2016,10,6,6-Oct-16
10642,2016,10,7,7-Oct-16
10643,2016,10,7,
10644,2016,10,7,
10645,2016,10,7,7-Oct-16
10646,2016,10,7,
10647,2016,10,7,7-Oct-16
10648,2016,10,7,7-Oct-16
10649,2016,10,7,
10650,2016,10,7,
10651,2016,10,7,
10652,2016,10,7,
10653,2016,10,7,
10654,2016,10,7,
10655,2016,10,7,
10656,2016,10,7,
10657,2016,10,7,
10658,2016,10,7,
10659,2016,10,5,
10660,2016,10,7,
10661,2016,10,7,
10662,2016,10,7,
10663,2016,10,7,
10664,2016,10,7,
10665,2016,10,7,
10666,2016,10,7,7-Oct-16
10667,2016,10,7,
10668,2016,10,7,
10669,2016,10,7,
10670,2016,10,7,
10671,2016,10,8,
10672,2016,10,8,
10673,2016,10,8,
10674,2016,10,8,
10675,2016,10,8,
10676,2016,10,8,
10677,2016,10,7,
10678,2016,10,7,
10679,2016,10,8,
10680,2016,10,8,
10681,2016,10,8,
10682,2016,10,8,
10683,2016,10,8,
10684,2016,10,8,
10685,2016,10,8,8-Oct-16
10686,2016,10,8,
10687,2016,10,8,
10688,2016,10,8,
10689,2016,10,8,
10690,2016,10,8,
10691,2016,10,8,
10692,2016,10,8,
10693,2016,10,8,
10694,2016,10,8,
10695,2016,10,8,8-Oct-16
10696,2016,10,8,
10697,2016,10,9,
10698,2016,10,9,
10699,2016,10,9,
10700,2016,10,9,9-Oct-16
10701,2016,10,8,
10702,2016,10,9,9-Oct-16
10703,2016,10,9,9-Oct-16
10704,2016,10,9,9-Oct-16
10705,2016,10,9,
10706,2016,10,9,
10707,2016,10,9,
10708,2016,10,9,
10709,2016,10,9,
10710,2016,10,9,
10711,2016,10,9,
10712,2016,10,9,
10713,2016,10,9,
10714,2016,10,9,
10715,2016,10,9,
10716,2016,10,9,
10717,2016,10,9,
10718,2016,10,9,
10719,2016,10,9,
10720,2016,10,9,
10721,2016,10,9,
10722,2016,10,9,
10723,2016,10,9,
10724,2016,10,9,
10725,2016,10,9,
10726,2016,10,9,
10727,2016,10,9,
10728,2016,10,9,
10729,2016,10,9,
10730,2016,10,9,
10731,2016,10,9,
10732,2016,10,9,
10733,2016,10,9,
10734,2016,10,9,9-Oct-16
10735,2016,10,10,
10736,2016,10,10,
10737,2016,10,10,10-Oct-16
10738,2016,10,10,10-Oct-16
10739,2016,10,10,
10740,2016,10,10,10-Oct-16
10741,2016,10,10,10-Oct-16
10742,2016,10,10,10-Oct-16
10743,2016,10,10,
10744,2016,10,10,
10745,2016,10,10,
10746,2016,10,10,
10747,2016,10,10,
10748,2016,10,10,
10749,2016,10,10,
10750,2016,10,10,
10751,2016,10,10,
10752,2016,10,10,
10753,2016,10,10,
10754,2016,10,10,10-Oct-16
10755,2016,10,10,
10756,2016,10,10,
10757,2016,10,10,
10758,2016,10,10,
10759,2016,10,10,
10760,2016,10,10,
10761,2016,10,10,
10762,2016,10,10,
10763,2016,10,10,10-Oct-16
10764,2016,10,10,10-Oct-16
10765,2016,10,10,10-Oct-16
10766,2016,10,10,10-Oct-16
10767,2016,10,10,10-Oct-16
10768,2016,10,11,
10769,2016,10,11,
10770,2016,10,11,
10771,2016,10,11,11-Oct-16
10772,2016,10,11,
10773,2016,10,11,
10774,2016,10,11,
10775,2016,10,11,11-Oct-16
10776,2016,10,11,11-Oct-16
10777,2016,10,11,
10778,2016,10,11,
10779,2016,10,10,
10780,2016,10,10,
10781,2016,10,10,
10782,2016,10,10,
10783,2016,10,10,
10784,2016,10,11,11-Oct-16
10785,2016,10,11,
10786,2016,10,11,
10787,2016,10,11,
10788,2016,10,11,
10789,2016,10,11,
10790,2016,10,11,11-Oct-16
10791,2016,10,11,11-Oct-16
10792,2016,10,11,
10793,2016,10,11,
10794,2016,10,11,
10795,2016,10,11,
10796,2016,10,11,
10797,2016,10,11,
10798,2016,10,11,
10799,2016,10,11,
10800,2016,10,11,
10801,2016,10,10,
10802,2016,10,11,11-Oct-16
10803,2016,10,11,
10804,2016,10,11,
10805,2016,10,11,
10806,2016,10,11,
10807,2016,10,11,
10808,2016,10,11,
10809,2016,10,11,
10810,2016,10,11,
10811,2016,10,11,
10812,2016,10,11,
10813,2016,10,11,
10814,2016,10,11,
10815,2016,10,11,
10816,2016,10,11,11-Oct-16
10817,2016,10,11,
10818,2016,10,11,
10819,2016,10,11,
10820,2016,10,12,
10821,2016,10,12,
10822,2016,10,12,
10823,2016,10,12,12-Oct-16
10824,2016,10,12,12-Oct-16
10825,2016,10,12,12-Oct-16
10826,2016,10,12,12-Oct-16
10827,2016,10,12,12-Oct-16
10828,2016,10,12,
10829,2016,10,12,
10830,2016,10,10,
10831,2016,10,11,11-Oct-16
10832,2016,10,10,10-Oct-16
10833,2016,10,12,
10834,2016,10,12,
10835,2016,10,12,
10836,2016,10,12,12-Oct-16
10837,2016,10,12,12-Oct-16
10838,2016,10,12,
10839,2016,10,12,12-Oct-16
10840,2016,10,12,
10841,2016,10,12,
10842,2016,10,12,
10843,2016,10,12,
10844,2016,10,12,
10845,2016,10,12,
10846,2016,10,12,
10847,2016,10,12,
10848,2016,10,12,
10849,2016,10,12,
10850,2016,10,12,
10851,2016,10,12,12-Oct-16
10852,2016,10,12,12-Oct-16
10853,2016,10,12,
10854,2016,10,13,
10855,2016,10,13,
10856,2016,10,13,13-Oct-16
10857,2016,10,13,
10858,2016,10,13,13-Oct-16
10859,2016,10,13,13-Oct-16
10860,2016,10,13,
10861,2016,10,13,
10862,2016,10,13,
10863,2016,10,13,
10864,2016,10,13,
10865,2016,10,13,
10866,2016,10,13,
10867,2016,10,13,
10868,2016,10,13,
10869,2016,10,13,
10870,2016,10,13,13-Oct-16
10871,2016,10,13,
10872,2016,10,13,
10873,2016,10,13,
10874,2016,10,13,
10875,2016,10,13,
10876,2016,10,13,
10877,2016,10,13,13-Oct-16
10878,2016,10,13,
10879,2016,10,13,
10880,2016,10,13,
10881,2016,10,13,
10882,2016,10,13,
10883,2016,10,13,
10884,2016,10,13,
10885,2016,10,13,13-Oct-16
10886,2016,10,13,13-Oct-16
10887,2016,10,13,
10888,2016,10,13,
10889,2016,10,14,
10890,2016,10,14,
10891,2016,10,14,
10892,2016,10,14,
10893,2016,10,14,
10894,2016,10,14,
10895,2016,10,14,
10896,2016,10,14,
10897,2016,10,14,
10898,2016,10,14,
10899,2016,10,14,
10900,2016,10,14,
10901,2016,10,14,
10902,2016,10,14,
10903,2016,10,14,
10904,2016,10,14,
10905,2016,10,14,
10906,2016,10,14,
10907,2016,10,14,
10908,2016,10,14,
10909,2016,10,14,
10910,2016,10,14,
10911,2016,10,14,
10912,2016,10,14,
10913,2016,10,14,
10914,2016,10,14,
10915,2016,10,14,
10916,2016,10,14,
10917,2016,10,14,
10918,2016,10,14,
10919,2016,10,14,
10920,2016,10,14,
10921,2016,10,14,
10922,2016,10,14,14-Oct-16
10923,2016,10,14,14-Oct-16
10924,2016,10,14,
10925,2016,10,14,
10926,2016,10,15,
10927,2016,10,15,15-Oct-16
10928,2016,10,15,
10929,2016,10,15,
10930,2016,10,15,
10931,2016,10,15,15-Oct-16
10932,2016,10,13,
10933,2016,10,15,
10934,2016,10,16,
10935,2016,10,15,
10936,2016,10,15,
10937,2016,10,15,
10938,2016,10,15,
10939,2016,10,15,
10940,2016,10,15,
10941,2016,10,16,
10942,2016,10,15,
10943,2016,10,15,
10944,2016,10,15,
10945,2016,10,15,
10946,2016,10,15,
10947,2016,10,15,
10948,2016,10,15,
10949,2016,10,15,
10950,2016,10,16,
10951,2016,10,15,
10952,2016,10,15,15-Oct-16
10953,2016,10,15,
10954,2016,10,15,
10955,2016,10,15,
10956,2016,10,29,29-Oct-16
10957,2016,10,16,
10958,2016,10,15,
10959,2016,10,16,
10960,2016,10,16,
10961,2016,10,16,
10962,2016,10,16,
10963,2016,10,16,
10964,2016,10,16,
10965,2016,10,16,16-Oct-16
10966,2016,10,16,16-Oct-16
10967,2016,10,16,
10968,2016,10,16,16-Oct-16
10969,2016,10,16,
10970,2016,10,16,
10971,2016,10,16,
10972,2016,10,16,
10973,2016,10,16,
10974,2016,10,16,
10975,2016,10,16,
10976,2016,10,16,16-Oct-16
10977,2016,10,16,
10978,2016,10,16,
10979,2016,10,16,
10980,2016,10,15,
10981,2016,10,16,
10982,2016,10,16,
10983,2016,10,16,
10984,2016,10,16,
10985,2016,10,16,
10986,2016,10,16,
10987,2016,10,16,
10988,2016,10,16,
10989,2016,10,16,
10990,2016,10,16,
10991,2016,10,16,
10992,2016,10,16,
10993,2016,10,16,
10994,2016,10,16,
10995,2016,10,16,
10996,2016,10,16,
10997,2016,10,16,
10998,2016,10,16,16-Oct-16
10999,2016,10,16,
11000,2016,10,16,16-Oct-16
11001,2016,10,17,
11002,2016,10,17,
11003,2016,10,17,17-Oct-16
11004,2016,10,17,17-Oct-16
11005,2016,10,17,17-Oct-16
11006,2016,10,17,
11007,2016,10,17,
11008,2016,10,17,
11009,2016,10,17,
11010,2016,10,17,
11011,2016,10,17,
11012,2016,10,17,
11013,2016,10,17,
11014,2016,10,17,
11015,2016,10,17,
11016,2016,10,17,17-Oct-16
11017,2016,10,17,
11018,2016,10,17,
11019,2016,10,17,
11020,2016,10,17,
11021,2016,10,17,
11022,2016,10,17,17-Oct-16
11023,2016,10,17,17-Oct-16
11024,2016,10,17,
11025,2016,10,17,
11026,2016,10,18,
11027,2016,10,18,18-Oct-16
11028,2016,10,18,
11029,2016,10,18,18-Oct-16
11030,2016,10,19,
11031,2016,10,18,18-Oct-16
11032,2016,10,18,
11033,2016,10,18,
11034,2016,10,18,
11035,2016,10,18,
11036,2016,10,18,
11037,2016,10,18,
11038,2016,10,18,
11039,2016,10,18,
11040,2016,10,18,18-Oct-16
11041,2016,10,18,
11042,2016,10,18,
11043,2016,10,18,
11044,2016,10,17,
11045,2016,10,18,
11046,2016,10,18,
11047,2016,10,18,
11048,2016,10,20,
11049,2016,10,19,
11050,2016,10,19,
11051,2016,10,19,
11052,2016,10,19,
11053,2016,10,19,19-Oct-16
11054,2016,10,19,19-Oct-16
11055,2016,10,19,19-Oct-16
11056,2016,10,19,19-Oct-16
11057,2016,10,19,19-Oct-16
11058,2016,10,19,19-Oct-16
11059,2016,10,19,19-Oct-16
11060,2016,10,19,19-Oct-16
11061,2016,10,19,19-Oct-16
11062,2016,10,19,19-Oct-16
11063,2016,10,19,19-Oct-16
11064,2016,10,19,19-Oct-16
11065,2016,10,19,19-Oct-16
11066,2016,10,19,19-Oct-16
11067,2016,10,19,19-Oct-16
11068,2016,10,19,
11069,2016,10,19,
11070,2016,10,19,
11071,2016,10,19,
11072,2016,10,19,
11073,2016,10,18,
11074,2016,10,19,19-Oct-16
11075,2016,10,19,19-Oct-16
11076,2016,10,19,19-Oct-16
11077,2016,10,5,"October 2-8, 2016"
11078,2016,10,19,
11079,2016,10,19,
11080,2016,10,19,
11081,2016,10,18,
11082,2016,10,19,
11083,2016,10,19,
11084,2016,10,19,
11085,2016,10,19,
11086,2016,10,19,19-Oct-16
11087,2016,10,19,19-Oct-16
11088,2016,10,19,19-Oct-16
11089,2016,10,19,19-Oct-16
11090,2016,10,19,
11091,2016,10,19,
11092,2016,10,19,
