Event ID,iyear,imonth,iday,approxdate
607,2016,1,16,
608,2016,1,16,
609,2016,1,17,
610,2016,1,17,
611,2016,1,17,
612,2016,1,17,
613,2016,1,17,
614,2016,1,17,
615,2016,1,17,
616,2016,1,17,
617,2016,1,17,
618,2016,1,17,
619,2016,1,17,17-Jan-16
620,2016,1,17,17-Jan-16
621,2016,1,17,17-Jan-16
622,2016,1,17,
623,2016,1,17,
624,2016,1,17,
625,2016,1,17,
626,2016,1,17,
627,2016,1,17,17-Jan-16
628,2016,1,17,
629,2016,1,17,
630,2016,1,17,
631,2016,1,17,
632,2016,1,17,
633,2016,1,17,17-Jan-16
634,2016,1,17,
635,2016,1,17,
636,2016,1,17,
637,2016,1,17,
638,2016,1,17,
639,2016,1,17,
640,2016,1,17,17-Jan-16
641,2016,1,17,17-Jan-16
642,2016,1,17,
643,2016,1,17,
644,2016,1,17,
645,2016,1,17,17-Jan-16
646,2016,1,16,
647,2016,1,17,
648,2016,1,16,
649,2016,1,17,17-Jan-16
650,2016,1,17,
651,2016,1,17,
652,2016,1,17,
653,2016,1,17,
654,2016,1,18,
655,2016,1,18,
656,2016,1,18,
657,2016,1,18,
658,2016,1,18,
659,2016,1,18,
660,2016,1,18,
661,2016,1,18,
662,2016,1,17,
663,2016,1,18,
664,2016,1,18,
665,2016,1,18,
666,2016,1,18,
667,2016,1,18,
668,2016,1,18,
669,2016,1,18,
670,2016,1,18,18-Jan-16
671,2016,1,18,
672,2016,1,18,
673,2016,1,18,
674,2016,1,18,
675,2016,1,18,
676,2016,1,18,
677,2016,1,18,
678,2016,1,18,
679,2016,1,18,
680,2016,1,18,
681,2016,1,18,
682,2016,1,18,18-Jan-16
683,2016,1,18,
684,2016,1,18,18-Jan-16
685,2016,1,18,
686,2016,1,18,18-Jan-16
687,2016,1,18,
688,2016,1,18,
689,2016,1,19,
690,2016,1,19,
691,2016,1,18,
692,2016,1,19,
693,2016,1,19,
694,2016,1,19,
695,2016,1,19,19-Jan-16
696,2016,1,19,19-Jan-16
697,2016,1,19,
698,2016,1,19,
699,2016,1,19,
700,2016,1,19,
701,2016,1,19,
702,2016,1,19,19-Jan-16
703,2016,1,19,
704,2016,1,19,
705,2016,1,19,
706,2016,1,19,
707,2016,1,19,
708,2016,1,19,
709,2016,1,19,
710,2016,1,19,
711,2016,1,19,
712,2016,1,19,"January 17-21, 2016"
713,2016,1,19,19-Jan-16
714,2016,1,19,
715,2016,1,19,
716,2016,1,20,
717,2016,1,20,
718,2016,1,20,
719,2016,1,20,
720,2016,1,18,
721,2016,1,20,
722,2016,1,20,
723,2016,1,20,
724,2016,1,19,
725,2016,1,20,
726,2016,1,20,
727,2016,1,20,
728,2016,1,20,
729,2016,1,20,
730,2016,1,20,
731,2016,1,20,20-Jan-16
732,2016,1,20,
733,2016,1,20,
734,2016,1,20,
735,2016,1,20,
736,2016,1,20,
737,2016,1,20,
738,2016,1,20,
739,2016,1,20,
740,2016,1,20,
741,2016,1,20,
742,2016,1,20,
743,2016,1,20,
744,2016,1,21,
745,2016,1,21,
746,2016,1,21,
747,2016,1,21,21-Jan-16
748,2016,1,21,
749,2016,1,21,
750,2016,1,23,
751,2016,1,21,
752,2016,1,21,
753,2016,1,21,
754,2016,1,21,21-Jan-16
755,2016,1,21,
756,2016,1,21,
757,2016,1,21,21-Jan-16
758,2016,1,21,21-Jan-16
759,2016,1,21,21-Jan-16
760,2016,1,21,21-Jan-16
761,2016,1,21,21-Jan-16
762,2016,1,21,21-Jan-16
763,2016,1,21,
764,2016,1,20,
765,2016,1,21,
766,2016,1,21,
767,2016,1,21,
768,2016,1,21,
769,2016,1,21,
770,2016,1,21,
771,2016,1,21,
772,2016,1,21,
773,2016,1,20,
774,2016,1,20,
775,2016,1,21,
776,2016,1,21,
777,2016,1,21,
778,2016,1,21,
779,2016,1,21,
780,2016,1,21,
781,2016,1,21,
782,2016,1,21,
783,2016,1,21,
784,2016,1,21,
785,2016,1,22,
786,2016,1,20,
787,2016,1,21,
788,2016,1,22,
789,2016,1,21,
790,2016,1,21,
791,2016,1,22,
792,2016,1,22,
793,2016,1,22,
794,2016,1,22,
795,2016,1,22,
796,2016,1,22,
797,2016,1,22,
798,2016,1,22,
799,2016,1,16,
800,2016,1,22,22-Jan-16
801,2016,1,22,
802,2016,1,22,
803,2016,1,23,
804,2016,1,22,
805,2016,1,22,
806,2016,1,22,
807,2016,1,22,
808,2016,1,23,23-Jan-16
809,2016,1,23,
810,2016,1,23,
811,2016,1,23,
812,2016,1,23,
813,2016,1,23,
814,2016,1,23,
815,2016,1,23,
816,2016,1,23,
817,2016,1,24,
818,2016,1,23,
819,2016,1,23,
820,2016,1,23,
821,2016,1,23,
822,2016,1,23,
823,2016,1,23,
824,2016,1,23,23-Jan-16
825,2016,1,23,23-Jan-16
826,2016,1,23,
827,2016,1,23,
828,2016,1,23,23-Jan-16
829,2016,1,23,23-Jan-16
830,2016,1,23,
831,2016,1,23,
832,2016,1,23,
833,2016,1,23,
834,2016,1,23,
835,2016,1,23,
836,2016,1,23,
837,2016,1,23,
838,2016,1,23,
839,2016,1,23,
840,2016,1,24,
841,2016,1,24,
842,2016,1,22,
843,2016,1,23,
844,2016,1,24,
845,2016,1,24,24-Jan-16
846,2016,1,24,
847,2016,1,24,
848,2016,1,24,
849,2016,1,24,
850,2016,1,24,
851,2016,1,24,
852,2016,1,24,
853,2016,1,24,
854,2016,1,24,
855,2016,1,24,
856,2016,1,24,
857,2016,1,24,
858,2016,1,24,
859,2016,1,24,
860,2016,1,24,
861,2016,1,24,
862,2016,1,24,
863,2016,1,24,
864,2016,1,24,
865,2016,1,24,
866,2016,1,24,
867,2016,1,24,
868,2016,1,24,
869,2016,1,24,24-Jan-16
870,2016,1,24,24-Jan-16
871,2016,1,24,24-Jan-16
872,2016,1,24,
873,2016,1,24,
874,2016,1,24,
875,2016,1,24,
876,2016,1,24,
877,2016,1,24,
878,2016,1,24,24-Jan-16
879,2016,1,24,
880,2016,1,25,25-Jan-16
881,2016,1,25,
882,2016,1,25,
883,2016,1,25,
884,2016,1,25,
885,2016,1,25,
886,2016,1,25,
887,2016,1,25,
888,2016,1,25,
889,2016,1,25,
890,2016,1,25,
891,2016,1,25,
892,2016,1,25,25-Jan-16
893,2016,1,25,
894,2016,1,25,25-Jan-16
895,2016,1,25,
896,2016,1,25,
897,2016,1,25,
898,2016,1,25,
899,2016,1,25,
900,2016,1,26,
901,2016,1,25,
902,2016,1,25,
903,2016,1,25,
904,2016,1,25,
905,2016,1,24,
906,2016,1,25,
907,2016,1,25,
908,2016,1,25,
909,2016,1,25,
910,2016,1,25,
911,2016,1,25,
912,2016,1,25,
913,2016,1,25,
914,2016,1,25,
915,2016,1,29,"January 24-February 3, 2016"
916,2016,1,29,"January 24-February 3, 2016"
917,2016,1,29,"January 24-February 3, 2016"
918,2016,1,29,"January 24-February 3, 2016"
919,2016,1,29,"January 24-February 3, 2016"
920,2016,1,25,
921,2016,1,26,
922,2016,1,26,26-Jan-16
923,2016,1,26,
924,2016,1,26,
925,2016,1,26,
926,2016,1,26,
927,2016,1,25,25-Jan-16
928,2016,1,9,
929,2016,1,19,
930,2016,1,26,26-Jan-16
931,2016,1,26,
932,2016,1,26,
933,2016,1,26,
934,2016,1,26,
935,2016,1,26,
936,2016,1,26,
937,2016,1,26,26-Jan-16
938,2016,1,26,26-Jan-16
939,2016,1,26,
940,2016,1,26,26-Jan-16
941,2016,1,26,
942,2016,1,26,
943,2016,1,26,
944,2016,1,26,
945,2016,1,26,
946,2016,1,26,
947,2016,1,26,
948,2016,1,26,
949,2016,1,26,
950,2016,1,26,
951,2016,1,26,
952,2016,1,26,
953,2016,1,26,
954,2016,1,26,
955,2016,1,26,26-Jan-16
956,2016,1,26,
957,2016,1,26,
958,2016,1,26,
959,2016,1,27,
960,2016,1,27,27-Jan-16
961,2016,1,27,
962,2016,1,26,
963,2016,1,27,
964,2016,1,26,
965,2016,1,26,
966,2016,1,26,
967,2016,1,27,
968,2016,1,27,
969,2016,1,27,
970,2016,1,27,
971,2016,1,27,
972,2016,1,25,
973,2016,1,27,27-Jan-16
974,2016,1,27,
975,2016,1,27,
976,2016,1,27,
977,2016,1,27,27-Jan-16
978,2016,1,27,27-Jan-16
979,2016,1,27,27-Jan-16
980,2016,1,27,
981,2016,1,27,27-Jan-16
982,2016,1,27,
983,2016,1,27,
984,2016,1,27,
985,2016,1,27,
986,2016,1,28,
987,2016,1,27,
988,2016,1,27,
989,2016,1,27,27-Jan-16
990,2016,1,27,
991,2016,1,27,
992,2016,1,27,
993,2016,1,27,
994,2016,1,27,
995,2016,1,28,
996,2016,1,27,
997,2016,1,28,
998,2016,1,28,
999,2016,1,28,
1000,2016,1,28,
1001,2016,1,28,
1002,2016,1,28,28-Jan-16
1003,2016,1,28,28-Jan-16
1004,2016,1,28,
1005,2016,1,28,
1006,2016,1,28,
1007,2016,1,28,
1008,2016,1,28,
1009,2016,1,28,
1010,2016,1,28,
1011,2016,1,28,
1012,2016,1,28,
1013,2016,1,28,
1014,2016,1,28,
1015,2016,1,28,
1016,2016,1,28,
1017,2016,1,28,
1018,2016,1,28,
1019,2016,1,28,
1020,2016,1,28,
1021,2016,1,28,28-Jan-16
1022,2016,1,28,
1023,2016,1,28,
1024,2016,1,28,
1025,2016,1,28,
1026,2016,1,28,
1027,2016,1,28,
1028,2016,1,28,
1029,2016,1,28,
1030,2016,1,28,
1031,2016,1,28,
1032,2016,1,28,
1033,2016,1,28,
1034,2016,1,28,
1035,2016,1,28,28-Jan-16
1036,2016,1,28,
1037,2016,1,28,
1038,2016,1,28,
1039,2016,1,28,28-Jan-16
1040,2016,1,28,
1041,2016,1,29,
1042,2016,1,29,
1043,2016,1,29,
1044,2016,1,29,29-Jan-16
1045,2016,1,28,
1046,2016,1,29,
1047,2016,1,29,
1048,2016,1,29,29-Jan-16
1049,2016,1,29,29-Jan-16
1050,2016,1,29,
1051,2016,1,29,29-Jan-16
1052,2016,1,29,
1053,2016,1,30,30-Jan-16
1054,2016,1,29,
1055,2016,1,29,
1056,2016,1,29,
1057,2016,1,29,
1058,2016,1,29,
1059,2016,1,30,
1060,2016,1,30,
1061,2016,1,30,
1062,2016,1,29,
1063,2016,1,29,
1064,2016,1,29,
1065,2016,1,29,
1066,2016,1,29,
1067,2016,1,30,
1068,2016,1,30,
1069,2016,1,30,
1070,2016,1,30,
1071,2016,1,30,
1072,2016,1,30,
1073,2016,1,30,
1074,2016,1,30,
1075,2016,1,30,
1076,2016,1,30,
1077,2016,1,30,
1078,2016,1,30,30-Jan-16
1079,2016,1,29,
1080,2016,1,30,
1081,2016,1,30,30-Jan-16
1082,2016,1,30,30-Jan-16
1083,2016,1,30,
1084,2016,1,30,30-Jan-16
1085,2016,1,30,
1086,2016,1,30,30-Jan-16
1087,2016,1,30,
1088,2016,1,30,
1089,2016,1,30,
1090,2016,1,30,
1091,2016,1,30,
1092,2016,1,30,
1093,2016,1,30,30-Jan-16
1094,2016,1,30,
1095,2016,1,30,
1096,2016,1,30,
1097,2016,1,30,
1098,2016,1,30,
1099,2016,1,30,30-Jan-16
1100,2016,1,30,
1101,2016,1,30,
1102,2016,1,30,
1103,2016,1,31,
1104,2016,1,31,
1105,2016,1,29,
1106,2016,1,30,
1107,2016,1,30,
1108,2016,1,31,
1109,2016,1,31,31-Jan-16
1110,2016,1,31,31-Jan-16
1111,2016,1,31,31-Jan-16
1112,2016,1,31,31-Jan-16
1113,2016,1,31,31-Jan-16
1114,2016,1,31,
1115,2016,1,31,
1116,2016,1,30,
1117,2016,1,31,
1118,2016,1,31,
1119,2016,1,31,
1120,2016,1,31,
1121,2016,1,31,
1122,2016,1,31,
1123,2016,1,31,
1124,2016,1,31,31-Jan-16
1125,2016,1,31,
1126,2016,1,31,
1127,2016,1,31,
1128,2016,1,31,
1129,2016,1,31,
1130,2016,1,31,
1131,2016,1,31,
1132,2016,1,31,
1133,2016,1,31,
1134,2016,1,31,
1135,2016,1,31,
1136,2016,1,31,
1137,2016,1,31,
1138,2016,1,31,
1139,2016,1,31,
1140,2016,1,31,
1141,2016,1,31,
1142,2016,1,31,31-Jan-16
1143,2016,1,31,
1144,2016,1,31,
1145,2016,1,31,
1146,2016,1,31,
1147,2016,1,29,29-Jan-16
1148,2016,1,31,31-Jan-16
1149,2016,1,31,31-Jan-16
1150,2016,1,31,
1151,2016,1,31,
1152,2016,1,31,
1153,2016,1,31,
1154,2016,1,31,
1155,2016,1,31,
1156,2016,1,31,31-Jan-16
1157,2016,1,31,
1158,2016,1,31,31-Jan-16
1159,2016,1,31,
1160,2016,1,31,
1161,2016,2,1,
1162,2016,2,1,
1163,2016,2,1,
1164,2016,2,1,
1165,2016,2,1,
1166,2016,2,1,
1167,2016,2,1,
1168,2016,2,1,
1169,2016,1,30,
1170,2016,2,1,
1171,2016,2,1,
1172,2016,2,1,
1173,2016,2,1,
1174,2016,2,1,
1175,2016,2,1,
1176,2016,2,1,
1177,2016,2,1,1-Feb-16
1178,2016,2,1,
1179,2016,1,25,
1180,2016,2,1,
1181,2016,2,1,
1182,2016,2,1,
1183,2016,2,1,
1184,2016,2,1,
1185,2016,2,2,
1186,2016,2,1,
1187,2016,2,1,
1188,2016,2,1,
1189,2016,2,1,
1190,2016,2,1,"January 31-February 2, 2016"
1191,2016,2,2,2-Feb-16
1192,2016,2,1,
1193,2016,2,1,
1194,2016,2,1,
1195,2016,2,1,1-Feb-16
1196,2016,2,1,
1197,2016,2,1,
1198,2016,2,1,
1199,2016,2,2,
1200,2016,2,2,
1201,2016,2,2,
1202,2016,2,2,
1203,2016,2,2,
1204,2016,2,2,
1205,2016,2,2,2-Feb-16
1206,2016,2,2,
1207,2016,2,2,
1208,2016,2,2,
1209,2016,2,2,2-Feb-16
1210,2016,2,2,
1211,2016,2,2,
1212,2016,2,2,2-Feb-16
1213,2016,2,2,2-Feb-16
1214,2016,2,2,2-Feb-16
1215,2016,2,2,
1216,2016,2,2,
1217,2016,2,2,
1218,2016,2,2,
1219,2016,2,2,
1220,2016,2,2,
1221,2016,2,2,
1222,2016,2,2,
1223,2016,2,2,
1224,2016,2,2,
1225,2016,2,2,
1226,2016,2,2,
1227,2016,2,2,
1228,2016,2,2,
